full_name,html_url,stars,forks,created_at,pushed_at,license,pkgName,version,source,files.libIndex,files.libClient,files.cordisPatch,files.readme,files.readmeZh,eval.hasClientExport,eval.mainIsLib,eval.dshPlatform,metrics.active30,metrics.ageGate1,metrics.hasZhDocs,npm.published,npm.latest,topics,description
quan2005/dsh-plugin-jinji,https://github.com/quan2005/dsh-plugin-jinji,2,0,2026-08-14T01:14:31Z,2026-08-14T08:40:12Z,,dsh-plugin-jinji,0.6.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,false,,deepseek-harness|dsh-plugin|journal|journalclaw|memory,把「记忆」带进 DeepSeek Harness：极简文本记忆系统，双轨记忆（流水日志 + 人物/产品实体画像），大模型为核心驱动。无需安装其他软件，无需编译，无第三方依赖。
fieldnote-ops/frameevidence,https://github.com/fieldnote-ops/frameevidence,2,0,2026-08-14T01:30:29Z,2026-08-15T03:11:21Z,,frameevidence,0.1.3,topic:dsh-plugin,false,false,true,true,true,false,false,,true,true,true,false,,deepseek-harness|design-to-code|dsh-plugin|figma|figma-api,"Independent, bounded Figma REST evidence plugin for DeepSeek Harness: read-only node inspection and temporary render URLs."
zhangzujian/dsh-subprocess-inherit-environment,https://github.com/zhangzujian/dsh-subprocess-inherit-environment,2,0,2026-08-14T03:33:17Z,2026-08-15T04:39:42Z,,'@zhangzujian/dsh-subprocess-inherit-environment,0.1.1,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,cordis|deepseek-harness|dsh-plugin,DSH plugin that forwards the complete Harness environment through ctx.subprocess
yangYzc/dsh-plugin-quote-reply,https://github.com/yangYzc/dsh-plugin-quote-reply,2,0,2026-08-14T03:00:51Z,2026-08-14T03:09:18Z,,dsh-plugin-quote-reply,0.1.1,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,true,true,0.1.0,deepseek|deepseek-harness|dsh|dsh-plugin|plugin|webui,"DSH plugin: select text in a conversation, then quote it into the composer or reply in a new window. / DeepSeek Harness 划词引用插件：选中文字一键引用回复或新窗口回复。"
MysaDC/dsh-plugin-description,https://github.com/MysaDC/dsh-plugin-description,2,0,2026-08-14T03:35:28Z,2026-08-14T04:44:55Z,,dsh-plugin-description,1.2.1,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,true,false,,deepseek|deepseek-harness|deepseek-harness-plugin|dsh|dsh-plugin,mount one row in the composition and every plugin card on the Web Settings plugin list page gets a bilingual (zh/en) description; it also publishes the pluginDescriptions service so other plugins can register their own descriptions.
RainbowDashy/dsh-theme-palettes,https://github.com/RainbowDashy/dsh-theme-palettes,1,0,2026-08-14T03:23:50Z,2026-08-19T03:46:46Z,,dsh-theme-palettes,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,false,,dsh-plugin,
csiroqa/dsh-command-opt,https://github.com/csiroqa/dsh-command-opt,2,0,2026-08-13T23:09:07Z,2026-08-23T16:49:23Z,,'@dsh-external/dsh-command-opt,0.1.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,true,false,,command|cordis|deepseek-harness|dsh|dsh-plugin|tab-completion,DeepSeek Harness（DSH）命令优化插件：Tab/Enter 补全命令名、参数格式引导与提示弹框、tool 开启会话（subagent）补丁、空对话命令输出修复。Command optimization plugin for DeepSeek Harness.
chajiuqqq/dsh-claude-theme,https://github.com/chajiuqqq/dsh-claude-theme,2,0,2026-08-14T02:57:39Z,2026-08-14T05:25:46Z,,dsh-claude-theme,1.0.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,false,,dsh|dsh-plugin,dsh的claude风格界面
mario03690/dsh-netcafe,https://github.com/mario03690/dsh-netcafe,2,0,2026-08-14T02:33:59Z,2026-08-22T03:53:15Z,,dsh-netcafe,0.3.1,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.3.1,cordis|deepseek-harness|dsh|dsh-plugin|mcp|mcp-server,"DeepSeek Harness bundle: adds AI NetCafé's hosted outcome tools (statement extraction with reconciliation, SQL dialect transpile, mainland-China reachability, cross-session memory, scheduled agents) to your dsh profile in one install."
SailingLoong/loongport-dsh,https://github.com/SailingLoong/loongport-dsh,2,0,2026-08-14T03:37:17Z,2026-08-17T02:38:52Z,,loongport,0.2.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.2.0,cli|deepseek-harness|dsh|dsh-plugin|loongport|npm|openai-compatible|typescript,LoongPort npm setup CLI for DeepSeek Harness (dsh) OpenAI-compatible routes
Bleed00/dsh-claude-mem,https://github.com/Bleed00/dsh-claude-mem,2,0,2026-08-13T22:24:06Z,2026-08-14T00:52:44Z,,'@bleed00/dsh-claude-mem,0.1.5,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.1.5,claude-mem|deepseek-harness|dsh-plugin,DeepSeek Harness plugin integrating claude-mem (memory for dsh)
green-dalii/dsh-shift-router,https://github.com/green-dalii/dsh-shift-router,2,0,2026-08-14T00:57:06Z,2026-08-15T15:09:20Z,,dsh-shift-router,0.5.0,topic:dsh-plugin,false,false,true,true,true,true,false,web,true,true,true,false,,agent-orchestration|deepseek|deepseek-harness|deepseek-harness-plugin|deepseek-harness-plugins|dsh-plugin|dsh-plugins|llm-router,"Two-tier model router for DeepSeek Harness — LLM-Judge routing, multi-model fallback chains, exponential-backoff failover, and task-level orchestration (DSH adaptation of pi-shift-router)"
kerwin2046/dsh-pin-recall,https://github.com/kerwin2046/dsh-pin-recall,2,0,2026-08-14T02:18:17Z,2026-08-14T02:53:05Z,,dsh-pin-recall,0.1.0,topic:dsh-plugin,true,true,true,true,true,true,false,web,true,true,true,false,,cordis|deepseek-harness|dsh-plugin,DeepSeek Harness plugin: pin assistant replies and recall them into the model turn
zcXie777/dsh-image-reader,https://github.com/zcXie777/dsh-image-reader,2,0,2026-08-14T03:34:40Z,2026-08-14T06:17:50Z,,dsh-image-reader,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,false,,deepseek|deepseek-harness|dsh-plugin|dsh-plugins,Give DeepSeek Harness agents native image reading: a read_image tool backed by any OpenAI-compatible vision endpoint.
kami-mura/dsh-logo-silhouette,https://github.com/kami-mura/dsh-logo-silhouette,1,0,2026-08-14T01:09:35Z,2026-08-15T16:23:47Z,,dsh-logo-silhouette,0.2.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,true,0.2.0,dsh|dsh-plugin|dsh-plugin-market|dsh-plugins,
fishlikewater/dsh-mcp-manager,https://github.com/fishlikewater/dsh-mcp-manager,2,0,2026-08-14T02:54:52Z,2026-08-23T14:40:24Z,,'@fishlikewater/dsh-mcp-manager,0.2.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.2.0,deepseek-harness|dsh|dsh-plugin|dsh-plugins|mcp|model-context-protocol,
suimi8/dsh-cost-ledger,https://github.com/suimi8/dsh-cost-ledger,2,0,2026-08-13T20:51:29Z,2026-08-13T21:40:39Z,,dsh-cost-ledger,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,web,true,true,false,true,0.1.4,cost-ledger|deepseek|deepseek-harness|dsh-plugin|token-usage,"Cross-session persistent cost ledger for DeepSeek Harness: logs every LLM token usage to SQLite and exposes record/query/budget tools. Built-in DeepSeek pricing, overridable via config."
Lbryany/dsh-codebuddy,https://github.com/Lbryany/dsh-codebuddy,2,0,2026-08-13T21:19:06Z,2026-08-14T01:32:55Z,,'@lbryany/dsh-codebuddy,0.1.1,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,codebuddy|deepseek-harness|dsh-plugin,"CodeBuddy OAuth, dynamic models, and reasoning controls for DeepSeek Harness"
karuboniru/dsh-approval-guardian,https://github.com/karuboniru/dsh-approval-guardian,2,0,2026-08-14T02:40:43Z,2026-08-14T05:26:16Z,,dsh-approval-guardian,0.1.1,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.1.1,deepseek-harness|dsh-plugin|dsh-plugins,模仿codex auto-review 的自动审批机制
Shmilyol/dsh-hiyori-web-ui,https://github.com/Shmilyol/dsh-hiyori-web-ui,2,0,2026-08-14T03:27:18Z,2026-08-20T03:09:11Z,,dsh-hiyori-web-ui,,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,false,,deepseek-harness|deepseek-harness-desktop|deepseek-harness-plugin|deepseek-harness-plugin-dev|deepseek-harness-plugins|dsh-plugin,为 DeepSeek Harness 提供桃濑日和的动态插件
hccccc01333/dsh-analytics,https://github.com/hccccc01333/dsh-analytics,1,0,2026-08-14T03:26:50Z,2026-08-14T06:23:36Z,,dsh-analytics,0.4.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,true,0.4.0,deepseek-harness|dsh-plugin,
userInner/dsh-academic-research,https://github.com/userInner/dsh-academic-research,2,0,2026-08-14T01:40:08Z,2026-08-14T01:40:14Z,,'@onpeople/dsh-academic-research,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,academic-research|deepseek-harness|dsh-plugin|literature-review,Evidence-grounded bilingual academic research plugin for DeepSeek Harness and OnPeople
ZenMux/dsh-plugins,https://github.com/ZenMux/dsh-plugins,1,0,2026-08-14T01:54:38Z,2026-09-08T08:41:42Z,,'@zenmux/dsh-plugins,0.1.15,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.1.15,dsh-plugin|dsh-plugins|llm|llm-agents|llm-tools|zenmux,zenmux for deepseek harness
NexusAgentX/dsh-lens,https://github.com/NexusAgentX/dsh-lens,1,0,2026-08-14T02:18:45Z,2026-08-14T08:34:18Z,,dsh-lens,0.2.5,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.2.5,ast-grep|code-quality|deepseek-harness|dsh-plugin|formatter|linter|lsp,"Real-time code feedback for DeepSeek Harness — LSP, linters, formatters, structural analysis via a host-native adapter around the pi-lens engine."
lordship12138-crypto/dsh-plugin-dedup,https://github.com/lordship12138-crypto/dsh-plugin-dedup,1,0,2026-08-14T01:14:32Z,2026-08-14T01:15:08Z,,dsh-plugin-dedup,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,dsh-plugin,
AllenCX/dsh-quant-workspace,https://github.com/AllenCX/dsh-quant-workspace,1,0,2026-08-14T01:01:12Z,2026-08-14T04:59:08Z,,dsh-quant-workspace,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,false,,true,true,false,false,,dsh-plugin,"DSH plugin bridging a local low-frequent-quant engine: single-ticker signal card, backtest, review (read-only)."
Amengclass/dsh-memory,https://github.com/Amengclass/dsh-memory,0,0,2026-08-14T01:03:53Z,2026-08-14T01:41:14Z,,dsh-memory,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.0,cordis|deepseek-harness|dsh-plugin|memory|notes,"Persistent, model-editable memory/notes store for DeepSeek Harness. Adds memory_set/get/delete/search tools backed by ctx.storageDomain so facts survive across sessions (dsh-plugin)."
LuZhouheng/dsh-gen3d,https://github.com/LuZhouheng/dsh-gen3d,0,0,2026-08-14T00:54:58Z,2026-08-25T08:55:41Z,,dsh-gen3d,0.3.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,true,true,0.3.0,3d-generation|deepseek-harness|dsh-plugin|meshy|tripo3d,
yan9651688/dsh-file-checksum,https://github.com/yan9651688/dsh-file-checksum,1,0,2026-08-14T01:50:53Z,2026-08-14T01:51:21Z,,dsh-file-checksum,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,checksum|deepseek|deepseek-harness|dsh-plugin|sha256|sha512,Raw-file SHA-256 and SHA-512 verification plugin for DeepSeek Harness
EveGoodEvening/dsh-llmwiki,https://github.com/EveGoodEvening/dsh-llmwiki,1,0,2026-08-14T04:14:15Z,2026-09-03T04:46:16Z,,'@evegoodevening/dsh-llmwiki,0.1.3,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.1.3,deepseek-harness|deepseek-harness-plugin|dsh|dsh-plugin,
edynasty/dsh-opencode-go-provider,https://github.com/edynasty/dsh-opencode-go-provider,1,0,2026-08-14T02:37:31Z,2026-08-26T23:01:08Z,,dsh-opencode-go-provider,0.1.0,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,,deepseek-harness|dsh-plugin|opencode-go,DSH OpenCode Go provider plugin
tanf1ng/dsh-tool-hackernews,https://github.com/tanf1ng/dsh-tool-hackernews,1,0,2026-08-14T01:50:58Z,2026-08-14T02:00:51Z,,dsh-tool-hackernews,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,agent-tools|cordis|deepseek-harness|dsh-plugin|hacker-news,"Hacker News tool suite (hn_top_stories, hn_search, hn_item) for DeepSeek Harness agents"
ljsysfurryACE/dsh-memory-director,https://github.com/ljsysfurryACE/dsh-memory-director,1,0,2026-08-14T04:03:06Z,2026-08-15T06:06:58Z,,'@agentframe/dsh-memory-director,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,agent|deepseek|dsh-plugin|harness,MemoryDirector plugin for DeepSeek Harness: LLM-driven remember/forget (official harness has no memory)
xDer666/dsh-mobile-nav,https://github.com/xDer666/dsh-mobile-nav,1,0,2026-08-14T02:41:24Z,2026-08-15T23:10:20Z,,dsh-mobile-nav,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,true,,dsh-plugin,
318197375/dsh-bottom-stats,https://github.com/318197375/dsh-bottom-stats,1,0,2026-08-14T03:36:48Z,2026-08-14T03:57:33Z,,dsh-bottom-stats,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,false,,dsh-plugin,DSH plugin: full-width conversation stats line (no truncation) + context occupancy progress bar for the DeepSeek Harness web UI
reshuibuduo/tmcra-plugin-deepseek-harness,https://github.com/reshuibuduo/tmcra-plugin-deepseek-harness,1,0,2026-08-14T03:19:09Z,2026-09-05T20:07:03Z,,dsh-tmcra-memory,1.0.0-rc.1,topic:dsh-plugin,false,false,true,true,true,false,false,,true,true,true,false,,agent-memory|cross-session-memory|deepseek-harness|dsh-plugin|long-term-memory|multi-agent|tmcra|typescript,TMCRA Integration — lifecycle memory for DeepSeek Harness.
yweilai77-dev/dsh-plugin-cost,https://github.com/yweilai77-dev/dsh-plugin-cost,0,0,2026-08-14T02:42:17Z,2026-08-14T02:49:46Z,,dsh-plugin-cost,0.1.0,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,true,0.1.5,dsh-plugin,
Youngxj/dsh-ProjectModel,https://github.com/Youngxj/dsh-ProjectModel,1,0,2026-08-14T01:22:48Z,2026-08-25T02:11:53Z,,dsh-ProjectModel,1.3.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,true,false,,deepseek|deepseek-harness|dsh-plugin|dsh-plugins,DeepSeek Harness 项目组插件
minatoAI/jina-web-search-dsh-plugin,https://github.com/minatoAI/jina-web-search-dsh-plugin,1,0,2026-08-13T21:54:23Z,2026-08-28T19:47:31Z,,dsh-jina,0.5.2,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.1.0,agent|dsh-plugin|jina|jina-search|llm-tools|search,"Jina AI tools for DeepSeek Harness: 12 model tools (web / arXiv / SSRN search, read, screenshot, embeddings, rerank, classify, PDF, primer) plus a settings-page API key card with live balance check."
LoftyTao/dsh-ui-workbench,https://github.com/LoftyTao/dsh-ui-workbench,1,0,2026-08-13T21:42:57Z,2026-08-20T05:56:29Z,,dsh-ui-workbench,0.3.0,topic:dsh-plugin,false,false,true,true,false,true,true,web,true,true,false,false,,agent|deepseek|deepseek-harness|developer-tools|dsh-plugin|git|git-review|plugin|typescript,DeepSeek Harness WebUI 的右侧边文件管理以及变更审查界面插件。
Chi-hong22/dsh-latexcp,https://github.com/Chi-hong22/dsh-latexcp,1,0,2026-08-14T01:47:09Z,2026-08-14T02:08:24Z,,'@chi-hong22/dsh-latexcp,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,false,,dsh-plugin|dsh-plugins,DeepSeek Harness (DSH) Web 界面 LaTeX 公式复制插件：悬停公式浮现复制按钮，一键复制公式的 TeX 源码。
lihuu/dsh-lazy-skill,https://github.com/lihuu/dsh-lazy-skill,1,0,2026-08-14T01:44:15Z,2026-08-30T10:15:40Z,,'@lihuu/dsh-skill-bundle,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.0,deepseek-harness|dsh-plugin,
miaobuao/dsh-document-parser,https://github.com/miaobuao/dsh-document-parser,1,0,2026-08-14T04:00:49Z,2026-08-14T04:09:27Z,,dsh-document-parser,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,false,,dsh-plugin,A DeepSeek Harness document parsing tool powered by LiteParse
Kevoyuan/dsh-mac-vision,https://github.com/Kevoyuan/dsh-mac-vision,1,0,2026-08-13T20:47:19Z,2026-08-13T22:01:15Z,,dsh-mac-vision,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,false,,true,true,false,true,0.1.0,apple-vision|computer-vision|cordis|deepseek|deepseek-harness|dsh|dsh-plugin|macos|ocr|on-device|screen-capture|swift,On-device macOS OCR and Apple Vision for DeepSeek Harness — one native plugin with a bundled Skill.
NexusAgentX/dsh-mcp-adapter,https://github.com/NexusAgentX/dsh-mcp-adapter,1,0,2026-08-14T01:53:02Z,2026-08-14T05:42:47Z,,dsh-mcp-adapter,0.6.3,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.6.3,adapter|deepseek-harness|dsh-external|dsh-plugin|mcp,MCP adapter for DeepSeek Harness — one proxy tool instead of dumping every MCP schema into context.
Equinox7379/dsh-daily-brief,https://github.com/Equinox7379/dsh-daily-brief,0,0,2026-08-14T03:46:04Z,2026-08-14T03:54:44Z,,dsh-daily-brief,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,deepseek-harness|dsh|dsh-plugin|productivity|report,Daily activity brief for DSH: per-session turns/messages/tool-call stats. Read-only.
walnut-a/dsh-user-message-navigation,https://github.com/walnut-a/dsh-user-message-navigation,1,0,2026-08-14T04:02:51Z,2026-08-21T19:13:46Z,,dsh-user-message-navigation,0.1.9,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.1.1,conversation-navigation|deepseek-harness|dsh-plugin|minimap,DSH User Message Minimap（用户消息导航轨）— 长对话中的用户指令快速导航插件
NexusAgentX/dsh-web-access,https://github.com/NexusAgentX/dsh-web-access,2,0,2026-08-14T02:14:12Z,2026-08-14T06:53:05Z,,dsh-web-access,0.2.4,topic:dsh-plugin,false,false,true,true,false,true,false,web,true,true,false,true,0.2.4,dsh-plugin,"Web access for DeepSeek Harness — multi-provider search/fetch on ctx.web, plus GitHub/PDF/YouTube extraction."
ZicanC/dsh-git,https://github.com/ZicanC/dsh-git,1,0,2026-08-14T00:08:54Z,2026-09-05T06:00:04Z,,dsh-git,0.1.0,topic:dsh-plugin,true,true,true,true,true,true,true,web,true,true,true,true,0.0.1,dsh|dsh-plugin,dsh-git lets you manage conversations with an agent the way you use Git.
hurry060215-tech/dsh-api-usage-bar,https://github.com/hurry060215-tech/dsh-api-usage-bar,0,0,2026-08-14T03:42:18Z,2026-09-10T04:24:29Z,,dsh-api-usage-bar,0.1.1,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,false,false,,deepseek-harness|dsh-plugin|prompt-cache|react|token-usage|typescript,Cache-aware API token usage bar for the DeepSeek Harness Web UI
xu1132/dsh-plugin-hello,https://github.com/xu1132/dsh-plugin-hello,1,0,2026-08-14T01:33:45Z,2026-08-14T01:33:49Z,,dsh-plugin-hello,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.1.0,dsh-plugin,A minimal DeepSeek Harness community plugin that registers a callable hello tool
HongzhongL/dsh-hotswap,https://github.com/HongzhongL/dsh-hotswap,1,0,2026-08-13T22:47:33Z,2026-08-13T23:05:26Z,,dsh-hotswap,0.1.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,false,true,0.1.1,cordis|deepseek-harness|dsh|dsh-plugin|hot-reload|hot-swap,Runtime hot-swap for DeepSeek Harness plugins: hot enable/disable/restart and auto hot-mount bundles from the Web GUI — no dsh restart.
Wanbinyu/dsh-plugin-git-inspect,https://github.com/Wanbinyu/dsh-plugin-git-inspect,1,0,2026-08-14T02:19:07Z,2026-09-11T03:57:10Z,,dsh-plugin-git-inspect,0.3.2,topic:dsh-plugin,false,false,true,true,true,false,false,,true,true,true,false,,deepseek|deepseek-harness|dsh|dsh-plugin|git|git-tools|typescript,"Read-only Git status, diff, log, blame, stash, and worktree tools for DeepSeek Harness"
xu1132/dsh-plugin-browser,https://github.com/xu1132/dsh-plugin-browser,1,0,2026-08-14T01:58:20Z,2026-08-14T01:58:24Z,,dsh-plugin-browser,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,true,0.1.0,dsh-plugin,"A DeepSeek Harness community plugin that drives a headless Playwright browser: rendered page text, screenshots, and page automation"
dalintian/dsh-means-digital-sweet-heart,https://github.com/dalintian/dsh-means-digital-sweet-heart,1,0,2026-08-14T04:00:28Z,2026-08-14T10:08:22Z,,dsh-client-ui-girlfriend,0.1.1,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,false,,dsh|dsh-plugin|dsh-plugins,DSH means Digital Sweet Heart — A DSH Plugin to turn your  DeepSeek Harness to AI girlfriends. 一个DSH插件将你的DeepSeek Harness改造成AI女友。
Nunchakus888/dsh-turn-budget,https://github.com/Nunchakus888/dsh-turn-budget,1,0,2026-08-14T03:22:49Z,2026-08-14T03:53:41Z,,dsh-turn-budget,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.0,agent-governance|ai-agents|deepseek-harness|dsh-plugin|typescript,"Fail-closed per-turn step, tool-call, and provider-token budgets for DeepSeek Harness"
Equinox7379/dsh-config-watch,https://github.com/Equinox7379/dsh-config-watch,1,0,2026-08-14T03:46:12Z,2026-08-14T03:54:48Z,,dsh-config-watch,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,audit|config|deepseek-harness|dsh|dsh-plugin,"Config drift detective for DSH: snapshots profile/plugin state, records changes."
mitao-su/dsh-playwright-native,https://github.com/mitao-su/dsh-playwright-native,1,0,2026-08-14T03:27:26Z,2026-08-14T03:32:21Z,,dsh-playwright-native,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,dsh-plugin,把原生 Playwright CLI 注册为 DeepSeek Harness 透传工具（dsh-plugin）
YohtHill/dsh-plugin-greeter,https://github.com/YohtHill/dsh-plugin-greeter,1,0,2026-08-14T03:21:51Z,2026-08-14T09:26:57Z,,dsh-plugin-greeter,0.1.11,topic:dsh-plugin,true,false,true,true,false,false,false,,true,true,false,true,0.1.11,dsh-plugin,"A DeepSeek Harness (dsh) plugin that greets you at the start of every session with varied wording, and remembers your name."
sjakdhasdh/dsh-vision,https://github.com/sjakdhasdh/dsh-vision,1,0,2026-08-14T04:09:58Z,2026-08-14T11:34:01Z,,dsh-vision,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.2.0,ai-agent|deepseek|deepseek-harness|dsh-plugin|llm|plugin|vision,Vision tool plugin for DeepSeek Harness (DSH): give text-only models like deepseek-v4-flash image recognition via Alibaba Bailian / any OpenAI-compatible vision API. 给 DeepSeek Harness 无识图能力模型加识图工具。
chendefine/dsh-plugins-plan-usage,https://github.com/chendefine/dsh-plugins-plan-usage,1,0,2026-08-14T02:46:10Z,2026-08-14T07:55:38Z,,dsh-plan-usage,0.2.1,topic:dsh-plugin,false,false,true,true,false,false,false,web,true,true,true,true,0.2.1,dsh|dsh-plugin,deepseek harness plugins plan-usage
JimmyJin2006/dsh-skill-manager,https://github.com/JimmyJin2006/dsh-skill-manager,1,0,2026-08-13T20:54:12Z,2026-08-13T22:00:26Z,,dsh-skill-manager,0.1.3,topic:dsh-plugin,true,true,true,true,false,false,false,web,true,true,false,true,0.1.3,dsh-plugin|dsh-plugins,在设置界面管理你已有的技能！
Isekai-Mfu/dsh-mimo-vision-hint,https://github.com/Isekai-Mfu/dsh-mimo-vision-hint,1,0,2026-08-13T22:11:51Z,2026-08-13T23:46:44Z,,dsh-mimo-vision-hint,0.3.1,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,ai-agent|cordis|deepseek|deepseek-harness|dsh|dsh-plugin|subagent|system-prompt|vision,DSH plugin: dispatch image-recognition tasks to an opencode-go mimo-v2.5 subagent via system-prompt injection
ljsysfurryACE/dsh-compaction,https://github.com/ljsysfurryACE/dsh-compaction,1,0,2026-08-14T04:03:03Z,2026-08-15T07:00:21Z,,'@agentframe/dsh-compaction,0.1.0,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,agent|deepseek|dsh-plugin|harness,AgentFrame compaction backend for DeepSeek Harness: semantic+physical KV compression (35.6x)
AIMFllyYS/dsh-operating-context,https://github.com/AIMFllyYS/dsh-operating-context,1,0,2026-08-14T02:09:20Z,2026-08-20T10:12:02Z,,dsh-operating-context,0.1.0,topic:dsh-plugin,true,true,true,true,false,false,true,web,true,true,false,false,,context-window|deepseek-harness|dsh|dsh-plugin|llm|typescript,"DeepSeek Harness settings page: cap every configured model to a working context window, clamped to what it can actually hold."
rizkirmdhnnn/dsh-tool-notify,https://github.com/rizkirmdhnnn/dsh-tool-notify,0,0,2026-08-14T00:43:29Z,2026-08-14T00:43:33Z,,dsh-tool-notify,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,true,,true,true,false,false,,agent|cordis|deepseek-harness|dsh-plugin|notifications|ntfy|plugin|webhook,DSH plugin: model-facing notify tool for DeepSeek Harness — send notifications to ntfy or generic webhooks when an agent task finishes.
qiqikuaidianpao/mypet,https://github.com/qiqikuaidianpao/mypet,0,0,2026-08-14T02:04:14Z,2026-08-16T15:44:54Z,,mypet,1.4.2,topic:dsh-plugin,true,true,true,true,false,true,true,web,true,true,true,true,1.4.2,browser-pet|coding-companion|deepseek-harness|desktop-pet|dsh-plugin|npc|pet|react|tamagotchi|tamagotchi-pet|virtual-pet,"🐾 Tamagotchi-style desktop pet plugin for DeepSeek Harness — living skins that blink & wag, weather + time-of-day ambience, weekly reports, fetch mini-game · 电子宠物"
qizhen2021/dsh-plugin-vision,https://github.com/qizhen2021/dsh-plugin-vision,0,0,2026-08-14T03:08:19Z,2026-08-14T07:38:23Z,,'@qizhen2021/dsh-plugin-vision,0.2.1,topic:dsh-plugin,true,false,true,true,false,false,true,,true,true,false,false,,ascii-art|deepseek-harness|dsh-plugin|ocr|vision,
wuwangmao/dsh-qwen-multimodal,https://github.com/wuwangmao/dsh-qwen-multimodal,0,0,2026-08-14T01:47:41Z,2026-08-14T02:25:22Z,,dsh-qwen-multimodal,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,false,,asr|dashscope|deepseek-harness|dsh-plugin|multimodal|ocr|qwen|text-to-image|vision,"DSH bundle: Qwen multimodal bridge — vision (qwen3-vl), speech-to-text (qwen3-asr), text-to-image (qwen-image), for DeepSeek Harness"
LKRCharon/dsh-egress-guard,https://github.com/LKRCharon/dsh-egress-guard,0,0,2026-08-14T04:05:58Z,2026-08-14T05:53:17Z,,dsh-egress-guard,0.1.0,topic:dsh-plugin,false,false,true,true,false,false,false,,true,true,false,true,0.1.0,deepseek-harness|dsh-plugin|llm-security|secret-scanning,"Local, zero-network, fail-closed secret preflight for DeepSeek Harness model requests."
